Inventory,Median Dom,Median Sale,New Listings,Period End,DoW,Neighborhood,PdDistrict
9,18.5,745000,10,5/31/15,Sun,Bret Harte,BAYVIEW
8,14,1563000,34,5/31/15,Sun,Buena Vista,PARK
2,12.5,830000,20,5/31/15,Sun,Cathedral Hill,NORTHERN
1,14,783000,7,5/31/15,Sun,Cayuga,INGLESIDE
3,12.5,1540000,11,5/31/15,Sun,Clarendon Heights,PARK
1,13,1325000,16,5/31/15,Sun,Corona Heights,PARK
3,11,2163000,17,5/31/15,Sun,Dolores Heights,MISSION
10,14,1400000,48,5/31/15,Sun,Eureka Valley,MISSION
,13,1675000,12,5/31/15,Sun,Fairmount,CENTRAL
5,17.5,2455000,8,5/31/15,Sun,Forest Hill,TARAVAL
8,14,1413000,25,5/31/15,Sun,Golden Gate Heights,TARAVAL
3,18,1010000,10,5/31/15,Sun,Haight Ashbury,PARK
3,15,1375000,9,5/31/15,Sun,Holly Park,INGLESIDE
14,14,1750000,47,5/31/15,Sun,Inner Richmond,RICHMOND
11,14.5,1300000,23,5/31/15,Sun,Inner Sunset,TARAVAL
4,13,1500000,8,5/31/15,Sun,Lake Street,NORTHERN
7,12,2375000,12,5/31/15,Sun,Laurel Heights-Jordan Park,RICHMOND
5,13,1538000,17,5/31/15,Sun,Lone Mountain,RICHMOND
5,12.5,1300000,38,5/31/15,Sun,Mission Bay,SOUTHERN
26,18,1013000,89,5/31/15,Sun,Mission District,MISSION
8,11,1400000,27,5/31/15,Sun,Mission Dolores,MISSION
23,13,1760000,88,5/31/15,Sun,Noe Valley,MISSION
43,14,1180000,132,5/31/15,Sun,Northeast San Francisco,CENTRAL
160,14,1498000,549,5/31/15,Sun,Northwest San Francisco,RICHMOND
1,14,840000,8,5/31/15,Sun,Outer Mission,INGLESIDE
16,15,1393000,52,5/31/15,Sun,Outer Richmond,RICHMOND
15,14,1065000,74,5/31/15,Sun,Outer Sunset,TARAVAL
1,13.5,1276000,9,5/31/15,Sun,Panhandle,PARK
11,15,1113000,31,5/31/15,Sun,Parkside,TARAVAL
3,14.5,1315000,7,5/31/15,Sun,Peralta Heights,BAYVIEW
5,12,4796000,18,5/31/15,Sun,Presidio Heights,NORTHERN
16,15,1179000,41,5/31/15,Sun,Rincon Hill,SOUTHERN
5,17,3499000,14,5/31/15,Sun,Seacliff,RICHMOND
48,14,1280000,113,5/31/15,Sun,South Beach,SOUTHERN
24,13,985000,83,5/31/15,Sun,South of Market,SOUTHERN
222,15,1050000,649,5/31/15,Sun,Southeast San Francisco,BAYVIEW
195,14,1225000,742,5/31/15,Sun,Southwest San Francisco,TARAVAL
9,14,1136000,29,5/31/15,Sun,Sunnyside,INGLESIDE
4,12,875000,7,5/31/15,Sun,Tenderloin,TENDERLOIN
6,15,1738000,17,5/31/15,Sun,Union Street,CENTRAL
4,19,785000,7,5/31/15,Sun,University Mound,BAYVIEW
1,14,1485000,17,5/31/15,Sun,Upper Market,PARK
5,29.5,708000,13,5/31/15,Sun,Visitacion Valley,INGLESIDE
3,10,690000,6,6/30/15,Tue,Anza Vista,PARK
3,14.5,1530000,21,6/30/15,Tue,Ashbury Heights / Parnassus,PARK
5,19,688000,11,6/30/15,Tue,Bret Harte,BAYVIEW
4,14,1505000,32,6/30/15,Tue,Buena Vista,PARK
4,12,830000,23,6/30/15,Tue,Cathedral Hill,NORTHERN
1,12,838000,6,6/30/15,Tue,Cayuga,INGLESIDE
4,13,1150000,9,6/30/15,Tue,Clarendon Heights,PARK
,14,1325000,14,6/30/15,Tue,Corona Heights,PARK
1,14,1804000,15,6/30/15,Tue,Dolores Heights,MISSION
3,14,1650000,36,6/30/15,Tue,Eureka Valley,MISSION
1,13,1910000,11,6/30/15,Tue,Fairmount,CENTRAL
2,14,2293000,10,6/30/15,Tue,Forest Hill,TARAVAL
10,14,1428000,26,6/30/15,Tue,Golden Gate Heights,TARAVAL
2,16.5,1375000,11,6/30/15,Tue,Haight Ashbury,PARK
5,13,1380000,9,6/30/15,Tue,Holly Park,INGLESIDE
15,15,1675000,50,6/30/15,Tue,Inner Richmond,RICHMOND
13,14,1410000,29,6/30/15,Tue,Inner Sunset,TARAVAL
2,13,1603000,10,6/30/15,Tue,Lake Street,NORTHERN
4,15.5,1415000,14,6/30/15,Tue,Laurel Heights-Jordan Park,RICHMOND
1,13,1550000,13,6/30/15,Tue,Lone Mountain,RICHMOND
7,11,1330000,45,6/30/15,Tue,Mission Bay,SOUTHERN
22,18,1059000,80,6/30/15,Tue,Mission District,MISSION
6,10.5,1319000,24,6/30/15,Tue,Mission Dolores,MISSION
25,13,1808000,84,6/30/15,Tue,Noe Valley,MISSION
52,14,1150000,144,6/30/15,Tue,Northeast San Francisco,CENTRAL
173,14,1468000,599,6/30/15,Tue,Northwest San Francisco,RICHMOND
2,15,878000,5,6/30/15,Tue,Outer Mission,INGLESIDE
26,14,1310000,70,6/30/15,Tue,Outer Richmond,RICHMOND
16,14,1072000,69,6/30/15,Tue,Outer Sunset,TARAVAL
2,16.5,1375000,9,6/30/15,Tue,Panhandle,PARK
7,15,1143000,32,6/30/15,Tue,Parkside,TARAVAL
4,11,1250000,9,6/30/15,Tue,Peralta Heights,BAYVIEW
3,15.5,3901000,17,6/30/15,Tue,Presidio Heights,NORTHERN
16,15,1139000,43,6/30/15,Tue,Rincon Hill,SOUTHERN
1,18,3600000,11,6/30/15,Tue,Seacliff,RICHMOND
49,14.5,1275000,123,6/30/15,Tue,South Beach,SOUTHERN
23,13,974000,74,6/30/15,Tue,South of Market,SOUTHERN
216,15,1050000,648,6/30/15,Tue,Southeast San Francisco,BAYVIEW
188,14,1258000,724,6/30/15,Tue,Southwest San Francisco,TARAVAL
6,14,1213000,24,6/30/15,Tue,Sunnyside,INGLESIDE
4,12,875000,8,6/30/15,Tue,Tenderloin,TENDERLOIN
7,15,2075000,21,6/30/15,Tue,Union Street,CENTRAL
1,18.5,871000,5,6/30/15,Tue,University Mound,BAYVIEW
1,13,1250000,12,6/30/15,Tue,Upper Market,PARK
9,22,670000,14,6/30/15,Tue,Visitacion Valley,INGLESIDE
1,13.5,1238000,4,7/31/15,Fri,Anza Vista,PARK
2,14,1530000,14,7/31/15,Fri,Ashbury Heights / Parnassus,PARK
6,68,660000,11,7/31/15,Fri,Bret Harte,BAYVIEW
6,15,1505000,16,7/31/15,Fri,Buena Vista,PARK
7,12,830000,23,7/31/15,Fri,Cathedral Hill,NORTHERN
3,11,946000,7,7/31/15,Fri,Cayuga,INGLESIDE
3,13.5,1150000,12,7/31/15,Fri,Clarendon Heights,PARK
1,14,1515000,6,7/31/15,Fri,Corona Heights,PARK
7,14,1804000,21,7/31/15,Fri,Dolores Heights,MISSION
4,14,1650000,23,7/31/15,Fri,Eureka Valley,MISSION
3,14,1450000,11,7/31/15,Fri,Fairmount,CENTRAL
2,14,2510000,9,7/31/15,Fri,Forest Hill,TARAVAL
8,14,1425000,29,7/31/15,Fri,Golden Gate Heights,TARAVAL
2,15,1475000,5,7/31/15,Fri,Haight Ashbury,PARK
5,12,1150000,15,7/31/15,Fri,Holly Park,INGLESIDE
13,15,1570000,42,7/31/15,Fri,Inner Richmond,RICHMOND
13,13.5,1400000,33,7/31/15,Fri,Inner Sunset,TARAVAL
5,12.5,1551000,11,7/31/15,Fri,Lake Street,NORTHERN
1,13,1350000,13,7/31/15,Fri,Laurel Heights-Jordan Park,RICHMOND
2,15,1538000,9,7/31/15,Fri,Lone Mountain,RICHMOND
10,11,1308000,42,7/31/15,Fri,Mission Bay,SOUTHERN
32,18,1260000,72,7/31/15,Fri,Mission District,MISSION
3,15,1463000,17,7/31/15,Fri,Mission Dolores,MISSION
15,13,1950000,71,7/31/15,Fri,Noe Valley,MISSION
53,14,1130000,149,7/31/15,Fri,Northeast San Francisco,CENTRAL
158,14,1431000,541,7/31/15,Fri,Northwest San Francisco,RICHMOND
5,27,664000,8,7/31/15,Fri,Outer Mission,INGLESIDE
38,14,1390000,81,7/31/15,Fri,Outer Richmond,RICHMOND
15,14.5,1078000,68,7/31/15,Fri,Outer Sunset,TARAVAL
2,14.5,1339000,7,7/31/15,Fri,Panhandle,PARK
12,17,1180000,38,7/31/15,Fri,Parkside,TARAVAL
3,15,1415000,8,7/31/15,Fri,Peralta Heights,BAYVIEW
3,18,3600000,8,7/31/15,Fri,Presidio Heights,NORTHERN
16,17,1120000,46,7/31/15,Fri,Rincon Hill,SOUTHERN
1,16.5,2970000,8,7/31/15,Fri,Seacliff,RICHMOND
51,15,1139000,132,7/31/15,Fri,South Beach,SOUTHERN
14,13,938000,64,7/31/15,Fri,South of Market,SOUTHERN
233,15,1004000,654,7/31/15,Fri,Southeast San Francisco,BAYVIEW
203,14,1298000,703,7/31/15,Fri,Southwest San Francisco,TARAVAL
3,15,1136000,18,7/31/15,Fri,Sunnyside,INGLESIDE
3,18,1010000,6,7/31/15,Fri,Tenderloin,TENDERLOIN
2,13,1506000,18,7/31/15,Fri,Union Street,CENTRAL
2,16,969000,7,7/31/15,Fri,University Mound,BAYVIEW
1,13,1083000,8,7/31/15,Fri,Upper Market,PARK
6,39.5,736000,15,7/31/15,Fri,Visitacion Valley,INGLESIDE
1,14,1625000,4,8/31/15,Mon,Anza Vista,PARK
1,14.5,1400000,10,8/31/15,Mon,Ashbury Heights / Parnassus,PARK
4,48,675000,8,8/31/15,Mon,Bret Harte,BAYVIEW
5,24,1413000,11,8/31/15,Mon,Buena Vista,PARK
9,12,780000,22,8/31/15,Mon,Cathedral Hill,NORTHERN
3,10,960000,12,8/31/15,Mon,Cayuga,INGLESIDE
2,13.5,1200000,9,8/31/15,Mon,Clarendon Heights,PARK
3,14,1580000,6,8/31/15,Mon,Corona Heights,PARK
3,14,1675000,19,8/31/15,Mon,Dolores Heights,MISSION
3,15,1920000,15,8/31/15,Mon,Eureka Valley,MISSION
1,13,1450000,9,8/31/15,Mon,Fairmount,CENTRAL
,14,1850000,5,8/31/15,Mon,Forest Hill,TARAVAL
7,13,1401000,29,8/31/15,Mon,Golden Gate Heights,TARAVAL
,15,1275000,2,8/31/15,Mon,Haight Ashbury,PARK
6,15,1168000,16,8/31/15,Mon,Holly Park,INGLESIDE
9,15,1560000,31,8/31/15,Mon,Inner Richmond,RICHMOND
9,14,1400000,32,8/31/15,Mon,Inner Sunset,TARAVAL
3,12,1744000,7,8/31/15,Mon,Lake Street,NORTHERN
2,15,1350000,9,8/31/15,Mon,Laurel Heights-Jordan Park,RICHMOND
4,34,1513000,8,8/31/15,Mon,Lone Mountain,RICHMOND
3,14,1180000,34,8/31/15,Mon,Mission Bay,SOUTHERN
29,18,1258000,67,8/31/15,Mon,Mission District,MISSION
4,15.5,1278000,11,8/31/15,Mon,Mission Dolores,MISSION
14,15,1929000,61,8/31/15,Mon,Noe Valley,MISSION
50,15,1150000,146,8/31/15,Mon,Northeast San Francisco,CENTRAL
129,15,1400000,450,8/31/15,Mon,Northwest San Francisco,RICHMOND
7,25,690000,11,8/31/15,Mon,Outer Mission,INGLESIDE
23,14,1259000,74,8/31/15,Mon,Outer Richmond,RICHMOND
37,14,1060000,84,8/31/15,Mon,Outer Sunset,TARAVAL
2,14,1373000,11,8/31/15,Mon,Panhandle,PARK
8,16,1188000,32,8/31/15,Mon,Parkside,TARAVAL
1,14,1250000,8,8/31/15,Mon,Peralta Heights,BAYVIEW
2,26.5,2648000,4,8/31/15,Mon,Presidio Heights,NORTHERN
24,17,1127000,50,8/31/15,Mon,Rincon Hill,SOUTHERN
,18,2775000,3,8/31/15,Mon,Seacliff,RICHMOND
54,16,1145000,124,8/31/15,Mon,South Beach,SOUTHERN
9,14,903000,47,8/31/15,Mon,South of Market,SOUTHERN
217,15,1000000,609,8/31/15,Mon,Southeast San Francisco,BAYVIEW
209,15,1250000,666,8/31/15,Mon,Southwest San Francisco,TARAVAL
2,16,1075000,11,8/31/15,Mon,Sunnyside,INGLESIDE
3,18,800000,6,8/31/15,Mon,Tenderloin,TENDERLOIN
2,13,1505000,11,8/31/15,Mon,Union Street,CENTRAL
1,12,969000,5,8/31/15,Mon,University Mound,BAYVIEW
8,13,915000,12,8/31/15,Mon,Upper Market,PARK
11,19.5,726000,18,8/31/15,Mon,Visitacion Valley,INGLESIDE
2,14,1625000,4,9/30/15,Wed,Anza Vista,PARK
6,11,1600000,15,9/30/15,Wed,Ashbury Heights / Parnassus,PARK
3,48,730000,7,9/30/15,Wed,Bret Harte,BAYVIEW
8,44,1625000,15,9/30/15,Wed,Buena Vista,PARK
12,15,685000,26,9/30/15,Wed,Cathedral Hill,NORTHERN
1,13,888000,13,9/30/15,Wed,Cayuga,INGLESIDE
3,15,1100000,9,9/30/15,Wed,Clarendon Heights,PARK
2,12,1518000,8,9/30/15,Wed,Corona Heights,PARK
10,14.5,1353000,25,9/30/15,Wed,Dolores Heights,MISSION
12,26,1900000,28,9/30/15,Wed,Eureka Valley,MISSION
4,13,1365000,13,9/30/15,Wed,Fairmount,CENTRAL
,15,2338000,3,9/30/15,Wed,Forest Hill,TARAVAL
7,14,1380000,30,9/30/15,Wed,Golden Gate Heights,TARAVAL
10,16,1150000,20,9/30/15,Wed,Holly Park,INGLESIDE
20,14,1520000,36,9/30/15,Wed,Inner Richmond,RICHMOND
11,14,1338000,30,9/30/15,Wed,Inner Sunset,TARAVAL
7,11.5,1876000,9,9/30/15,Wed,Lake Street,NORTHERN
2,14,1325000,7,9/30/15,Wed,Laurel Heights-Jordan Park,RICHMOND
4,34,1325000,7,9/30/15,Wed,Lone Mountain,RICHMOND
9,16,1155000,35,9/30/15,Wed,Mission Bay,SOUTHERN
36,15,1200000,80,9/30/15,Wed,Mission District,MISSION
4,15,1425000,13,9/30/15,Wed,Mission Dolores,MISSION
28,15,1929000,76,9/30/15,Wed,Noe Valley,MISSION
82,15,1128000,182,9/30/15,Wed,Northeast San Francisco,CENTRAL
240,15,1425000,499,9/30/15,Wed,Northwest San Francisco,RICHMOND
3,19,690000,13,9/30/15,Wed,Outer Mission,INGLESIDE
33,15,1450000,73,9/30/15,Wed,Outer Richmond,RICHMOND
31,14,1150000,90,9/30/15,Wed,Outer Sunset,TARAVAL
6,14,1553000,16,9/30/15,Wed,Panhandle,PARK
11,15,1189000,37,9/30/15,Wed,Parkside,TARAVAL
4,15,1275000,8,9/30/15,Wed,Peralta Heights,BAYVIEW
8,29,2648000,11,9/30/15,Wed,Presidio Heights,NORTHERN
34,17.5,1113000,60,9/30/15,Wed,Rincon Hill,SOUTHERN
2,28,3333000,4,9/30/15,Wed,Seacliff,RICHMOND
74,18,1178000,135,9/30/15,Wed,South Beach,SOUTHERN
25,17.5,895000,54,9/30/15,Wed,South of Market,SOUTHERN
301,16,973000,676,9/30/15,Wed,Southeast San Francisco,BAYVIEW
271,15,1225000,744,9/30/15,Wed,Southwest San Francisco,TARAVAL
7,17,1023000,12,9/30/15,Wed,Sunnyside,INGLESIDE
8,18,745000,11,9/30/15,Wed,Tenderloin,TENDERLOIN
5,13,1515000,12,9/30/15,Wed,Union Street,CENTRAL
2,14,914000,8,9/30/15,Wed,University Mound,BAYVIEW
9,14,1433000,17,9/30/15,Wed,Upper Market,PARK
9,20.5,751000,15,9/30/15,Wed,Visitacion Valley,INGLESIDE
3,12,935000,5,10/31/15,Sat,Anza Vista,PARK
8,17,2163000,20,10/31/15,Sat,Ashbury Heights / Parnassus,PARK
2,42,800000,4,10/31/15,Sat,Bret Harte,BAYVIEW
10,15,1563000,23,10/31/15,Sat,Buena Vista,PARK
9,14.5,643000,25,10/31/15,Sat,Cathedral Hill,NORTHERN
4,14,882000,15,10/31/15,Sat,Cayuga,INGLESIDE
3,14.5,1075000,7,10/31/15,Sat,Clarendon Heights,PARK
2,13,1400000,7,10/31/15,Sat,Corona Heights,PARK
12,15,1250000,27,10/31/15,Sat,Dolores Heights,MISSION
13,18.5,1779000,33,10/31/15,Sat,Eureka Valley,MISSION
7,13,1517000,21,10/31/15,Sat,Fairmount,CENTRAL
3,31,2169000,7,10/31/15,Sat,Forest Hill,TARAVAL
14,14,1315000,30,10/31/15,Sat,Golden Gate Heights,TARAVAL
5,13,1388000,15,10/31/15,Sat,Haight Ashbury,PARK
7,16,1150000,16,10/31/15,Sat,Holly Park,INGLESIDE
14,15,1590000,33,10/31/15,Sat,Inner Richmond,RICHMOND
14,15,1325000,28,10/31/15,Sat,Inner Sunset,TARAVAL
6,11.5,2508000,5,10/31/15,Sat,Lake Street,NORTHERN
4,15,2103000,13,10/31/15,Sat,Laurel Heights-Jordan Park,RICHMOND
6,1.5,1730000,9,10/31/15,Sat,Lone Mountain,RICHMOND
10,15,1150000,40,10/31/15,Sat,Mission Bay,SOUTHERN
36,15,1166000,89,10/31/15,Sat,Mission District,MISSION
12,15,1143000,30,10/31/15,Sat,Mission Dolores,MISSION
32,16,1788000,88,10/31/15,Sat,Noe Valley,MISSION
73,15,1074000,186,10/31/15,Sat,Northeast San Francisco,CENTRAL
254,15,1450000,552,10/31/15,Sat,Northwest San Francisco,RICHMOND
4,22,730000,12,10/31/15,Sat,Outer Mission,INGLESIDE
28,18.5,1238000,67,10/31/15,Sat,Outer Richmond,RICHMOND
31,14,1150000,91,10/31/15,Sat,Outer Sunset,TARAVAL
8,13,1485000,20,10/31/15,Sat,Panhandle,PARK
13,15,1136000,31,10/31/15,Sat,Parkside,TARAVAL
4,13,1200000,10,10/31/15,Sat,Peralta Heights,BAYVIEW
8,17,2800000,16,10/31/15,Sat,Presidio Heights,NORTHERN
31,18,980000,60,10/31/15,Sat,Rincon Hill,SOUTHERN
1,45,3275000,3,10/31/15,Sat,Seacliff,RICHMOND
66,18,1228000,130,10/31/15,Sat,South Beach,SOUTHERN
35,16,948000,75,10/31/15,Sat,South of Market,SOUTHERN
282,15,980000,696,10/31/15,Sat,Southeast San Francisco,BAYVIEW
290,15,1200000,779,10/31/15,Sat,Southwest San Francisco,TARAVAL
4,15,1150000,16,10/31/15,Sat,Sunnyside,INGLESIDE
5,10.5,645000,10,10/31/15,Sat,Tenderloin,TENDERLOIN
8,14,2078000,17,10/31/15,Sat,Union Street,CENTRAL
3,12,910000,8,10/31/15,Sat,University Mound,BAYVIEW
10,18,1800000,23,10/31/15,Sat,Upper Market,PARK
6,23,749000,15,10/31/15,Sat,Visitacion Valley,INGLESIDE
2,14,935000,9,11/30/15,Mon,Anza Vista,PARK
4,16.5,2414000,19,11/30/15,Mon,Ashbury Heights / Parnassus,PARK
3,106,850000,5,11/30/15,Mon,Bret Harte,BAYVIEW
5,15,1508000,21,11/30/15,Mon,Buena Vista,PARK
5,21,678000,21,11/30/15,Mon,Cathedral Hill,NORTHERN
3,14,875000,11,11/30/15,Mon,Cayuga,INGLESIDE
3,14.5,1234000,8,11/30/15,Mon,Clarendon Heights,PARK
2,18,1400000,5,11/30/15,Mon,Corona Heights,PARK
8,15.5,1360000,32,11/30/15,Mon,Dolores Heights,MISSION
2,18.5,1794000,29,11/30/15,Mon,Eureka Valley,MISSION
3,14,1680000,19,11/30/15,Mon,Fairmount,CENTRAL
2,21,2000000,7,11/30/15,Mon,Forest Hill,TARAVAL
8,14,1339000,24,11/30/15,Mon,Golden Gate Heights,TARAVAL
1,14,1353000,15,11/30/15,Mon,Haight Ashbury,PARK
2,16,1125000,14,11/30/15,Mon,Holly Park,INGLESIDE
8,17.5,1500000,30,11/30/15,Mon,Inner Richmond,RICHMOND
13,15,1413000,30,11/30/15,Mon,Inner Sunset,TARAVAL
4,17,2007000,6,11/30/15,Mon,Lake Street,NORTHERN
4,14,1675000,13,11/30/15,Mon,Laurel Heights-Jordan Park,RICHMOND
5,19,1653000,10,11/30/15,Mon,Lone Mountain,RICHMOND
9,15,1130000,39,11/30/15,Mon,Mission Bay,SOUTHERN
27,15.5,1183000,75,11/30/15,Mon,Mission District,MISSION
8,15,1181000,29,11/30/15,Mon,Mission Dolores,MISSION
24,15,1800000,81,11/30/15,Mon,Noe Valley,MISSION
54,15,1055000,185,11/30/15,Mon,Northeast San Francisco,CENTRAL
160,15.5,1440000,533,11/30/15,Mon,Northwest San Francisco,RICHMOND
1,25,755000,9,11/30/15,Mon,Outer Mission,INGLESIDE
18,19,1313000,63,11/30/15,Mon,Outer Richmond,RICHMOND
20,15,1125000,75,11/30/15,Mon,Outer Sunset,TARAVAL
4,13,1383000,16,11/30/15,Mon,Panhandle,PARK
5,15,1150000,30,11/30/15,Mon,Parkside,TARAVAL
1,23,1208000,9,11/30/15,Mon,Peralta Heights,BAYVIEW
3,17,3750000,20,11/30/15,Mon,Presidio Heights,NORTHERN
14,24,900000,44,11/30/15,Mon,Rincon Hill,SOUTHERN
2,18,1850000,4,11/30/15,Mon,Seacliff,RICHMOND
46,18,1250000,112,11/30/15,Mon,South Beach,SOUTHERN
22,16,945000,75,11/30/15,Mon,South of Market,SOUTHERN
206,17,1022000,635,11/30/15,Mon,Southeast San Francisco,BAYVIEW
193,15,1210000,723,11/30/15,Mon,Southwest San Francisco,TARAVAL
3,14,1325000,20,11/30/15,Mon,Sunnyside,INGLESIDE
5,12,550000,13,11/30/15,Mon,Tenderloin,TENDERLOIN
6,15,2405000,15,11/30/15,Mon,Union Street,CENTRAL
4,16.5,859000,10,11/30/15,Mon,University Mound,BAYVIEW
10,15,1805000,21,11/30/15,Mon,Upper Market,PARK
6,23,751000,9,11/30/15,Mon,Visitacion Valley,INGLESIDE
,15.5,1053000,7,12/31/15,Thu,Anza Vista,PARK
1,17,2550000,10,12/31/15,Thu,Ashbury Heights / Parnassus,PARK
2,61.5,550000,4,12/31/15,Thu,Bret Harte,BAYVIEW
1,15,1520000,12,12/31/15,Thu,Buena Vista,PARK
4,26,810000,11,12/31/15,Thu,Cathedral Hill,NORTHERN
2,14,901000,9,12/31/15,Thu,Cayuga,INGLESIDE
1,12.5,1286000,4,12/31/15,Thu,Clarendon Heights,PARK
,18,1525000,2,12/31/15,Thu,Corona Heights,PARK
4,15,1375000,23,12/31/15,Thu,Dolores Heights,MISSION
,17.5,1680000,12,12/31/15,Thu,Eureka Valley,MISSION
1,15,1680000,11,12/31/15,Thu,Fairmount,CENTRAL
1,18,2150000,6,12/31/15,Thu,Forest Hill,TARAVAL
6,14,1374000,17,12/31/15,Thu,Golden Gate Heights,TARAVAL
,14,1353000,8,12/31/15,Thu,Haight Ashbury,PARK
1,15.5,1138000,6,12/31/15,Thu,Holly Park,INGLESIDE
6,18,1370000,11,12/31/15,Thu,Inner Richmond,RICHMOND
8,14,1475000,22,12/31/15,Thu,Inner Sunset,TARAVAL
1,31,1564000,2,12/31/15,Thu,Lake Street,NORTHERN
,14,1250000,9,12/31/15,Thu,Laurel Heights-Jordan Park,RICHMOND
4,19,1525000,8,12/31/15,Thu,Lone Mountain,RICHMOND
6,13,1152000,24,12/31/15,Thu,Mission Bay,SOUTHERN
18,17,1200000,49,12/31/15,Thu,Mission District,MISSION
5,16,1300000,26,12/31/15,Thu,Mission Dolores,MISSION
7,16,1800000,46,12/31/15,Thu,Noe Valley,MISSION
27,18,1055000,111,12/31/15,Thu,Northeast San Francisco,CENTRAL
92,17,1380000,310,12/31/15,Thu,Northwest San Francisco,RICHMOND
1,25,745000,5,12/31/15,Thu,Outer Mission,INGLESIDE
12,19,1250000,38,12/31/15,Thu,Outer Richmond,RICHMOND
8,18,1080000,52,12/31/15,Thu,Outer Sunset,TARAVAL
2,13,1280000,8,12/31/15,Thu,Panhandle,PARK
4,14,1150000,19,12/31/15,Thu,Parkside,TARAVAL
,13,1195000,5,12/31/15,Thu,Peralta Heights,BAYVIEW
2,15,2700000,10,12/31/15,Thu,Presidio Heights,NORTHERN
11,43,1053000,26,12/31/15,Thu,Rincon Hill,SOUTHERN
2,18,1850000,1,12/31/15,Thu,Seacliff,RICHMOND
29,25.5,1275000,67,12/31/15,Thu,South Beach,SOUTHERN
8,19,905000,47,12/31/15,Thu,South of Market,SOUTHERN
137,17,1050000,427,12/31/15,Thu,Southeast San Francisco,BAYVIEW
107,16,1204000,476,12/31/15,Thu,Southwest San Francisco,TARAVAL
4,13,1310000,17,12/31/15,Thu,Sunnyside,INGLESIDE
2,13,495000,6,12/31/15,Thu,Tenderloin,TENDERLOIN
3,16,1300000,8,12/31/15,Thu,Union Street,CENTRAL
4,14.5,860000,8,12/31/15,Thu,University Mound,BAYVIEW
3,19.5,1590000,14,12/31/15,Thu,Upper Market,PARK
1,24,689000,5,12/31/15,Thu,Visitacion Valley,INGLESIDE
3,18,974000,7,1/31/16,Sun,Anza Vista,PARK
2,22.5,2328000,4,1/31/16,Sun,Ashbury Heights / Parnassus,PARK
1,22.5,550000,3,1/31/16,Sun,Bret Harte,BAYVIEW
1,22.5,1671000,3,1/31/16,Sun,Buena Vista,PARK
6,29.5,825000,13,1/31/16,Sun,Cathedral Hill,NORTHERN
2,15,891000,6,1/31/16,Sun,Cayuga,INGLESIDE
2,12,1950000,5,1/31/16,Sun,Clarendon Heights,PARK
,21.5,1613000,1,1/31/16,Sun,Corona Heights,PARK
6,15,1414000,15,1/31/16,Sun,Dolores Heights,MISSION
5,21,1680000,9,1/31/16,Sun,Eureka Valley,MISSION
4,16.5,1690000,4,1/31/16,Sun,Fairmount,CENTRAL
1,19.5,2250000,1,1/31/16,Sun,Forest Hill,TARAVAL
6,24,1488000,11,1/31/16,Sun,Golden Gate Heights,TARAVAL
,29,1253000,2,1/31/16,Sun,Haight Ashbury,PARK
2,14,868000,5,1/31/16,Sun,Holly Park,INGLESIDE
10,22,1250000,10,1/31/16,Sun,Inner Richmond,RICHMOND
8,15,1388000,18,1/31/16,Sun,Inner Sunset,TARAVAL
2,46,2132000,3,1/31/16,Sun,Lake Street,NORTHERN
,14,1210000,2,1/31/16,Sun,Laurel Heights-Jordan Park,RICHMOND
3,39,1210000,3,1/31/16,Sun,Lone Mountain,RICHMOND
7,19,1253000,15,1/31/16,Sun,Mission Bay,SOUTHERN
19,25,1231000,31,1/31/16,Sun,Mission District,MISSION
9,16,1378000,14,1/31/16,Sun,Mission Dolores,MISSION
21,17.5,1589000,34,1/31/16,Sun,Noe Valley,MISSION
47,20,1150000,100,1/31/16,Sun,Northeast San Francisco,CENTRAL
139,20.5,1350000,221,1/31/16,Sun,Northwest San Francisco,RICHMOND
3,26,780000,3,1/31/16,Sun,Outer Mission,INGLESIDE
14,22,1313000,22,1/31/16,Sun,Outer Richmond,RICHMOND
18,20,1100000,47,1/31/16,Sun,Outer Sunset,TARAVAL
2,14.5,1228000,4,1/31/16,Sun,Panhandle,PARK
7,15,1183000,16,1/31/16,Sun,Parkside,TARAVAL
2,34,1195000,5,1/31/16,Sun,Peralta Heights,BAYVIEW
7,13.5,1538000,10,1/31/16,Sun,Presidio Heights,NORTHERN
16,49,1225000,23,1/31/16,Sun,Rincon Hill,SOUTHERN
48,32.5,1300000,74,1/31/16,Sun,South Beach,SOUTHERN
14,21.5,875000,33,1/31/16,Sun,South of Market,SOUTHERN
193,21,1038000,365,1/31/16,Sun,Southeast San Francisco,BAYVIEW
173,18,1215000,359,1/31/16,Sun,Southwest San Francisco,TARAVAL
6,13.5,1305000,15,1/31/16,Sun,Sunnyside,INGLESIDE
3,17.5,513000,8,1/31/16,Sun,Tenderloin,TENDERLOIN
7,25,1225000,8,1/31/16,Sun,Union Street,CENTRAL
1,31.5,930000,7,1/31/16,Sun,University Mound,BAYVIEW
3,19.5,1425000,11,1/31/16,Sun,Upper Market,PARK
,25,810000,3,1/31/16,Sun,Visitacion Valley,INGLESIDE
,19,920000,3,2/29/16,Mon,Anza Vista,PARK
1,26,1605000,3,2/29/16,Mon,Ashbury Heights / Parnassus,PARK
2,28,605000,4,2/29/16,Mon,Bret Harte,BAYVIEW
4,21,1805000,7,2/29/16,Mon,Buena Vista,PARK
