Inventory,Median Dom,Median Sale,New Listings,Period End,DoW,Neighborhood,PdDistrict
9,13,1138000,40,12/31/14,Wed,Bernal Heights,INGLESIDE
2,14,790000,13,12/31/14,Wed,Crocker Amazon,INGLESIDE
13,15,720000,18,12/31/14,Wed,Excelsior,INGLESIDE
3,13,870000,7,12/31/14,Wed,Mission Terrace,INGLESIDE
,13,1065000,,12/31/14,Wed,St. Marys Park,INGLESIDE
15,15,1125000,44,1/31/15,Sat,Bernal Heights,INGLESIDE
1,13,750000,10,1/31/15,Sat,Crocker Amazon,INGLESIDE
14,19,720000,17,1/31/15,Sat,Excelsior,INGLESIDE
2,13,940000,8,1/31/15,Sat,Mission Terrace,INGLESIDE
2,50,1125000,2,1/31/15,Sat,St. Marys Park,INGLESIDE
21,13,1183000,56,2/28/15,Sat,Bernal Heights,INGLESIDE
5,13,758000,10,2/28/15,Sat,Crocker Amazon,INGLESIDE
7,33,705000,14,2/28/15,Sat,Excelsior,INGLESIDE
4,13,940000,8,2/28/15,Sat,Mission Terrace,INGLESIDE
1,15,999000,3,2/28/15,Sat,St. Marys Park,INGLESIDE
18,13,1115000,73,3/31/15,Tue,Bernal Heights,INGLESIDE
4,13,765000,11,3/31/15,Tue,Crocker Amazon,INGLESIDE
6,21.5,720000,18,3/31/15,Tue,Excelsior,INGLESIDE
10,7,950000,20,3/31/15,Tue,Mission Terrace,INGLESIDE
1,19.5,970000,4,3/31/15,Tue,St. Marys Park,INGLESIDE
19,13,1300000,69,4/30/15,Thu,Bernal Heights,INGLESIDE
7,12,825000,15,4/30/15,Thu,Crocker Amazon,INGLESIDE
7,29,775000,21,4/30/15,Thu,Excelsior,INGLESIDE
8,12,925000,25,4/30/15,Thu,Mission Terrace,INGLESIDE
,19.5,1052000,3,4/30/15,Thu,St. Marys Park,INGLESIDE
16,13.5,1275000,64,5/31/15,Sun,Bernal Heights,INGLESIDE
5,12.5,846000,15,5/31/15,Sun,Crocker Amazon,INGLESIDE
14,14,791000,27,5/31/15,Sun,Excelsior,INGLESIDE
6,12,965000,28,5/31/15,Sun,Mission Terrace,INGLESIDE
,13,1100000,3,5/31/15,Sun,St. Marys Park,INGLESIDE
24,14,1305000,68,6/30/15,Tue,Bernal Heights,INGLESIDE
6,18,848000,18,6/30/15,Tue,Crocker Amazon,INGLESIDE
11,14,800000,34,6/30/15,Tue,Excelsior,INGLESIDE
5,13,900000,20,6/30/15,Tue,Mission Terrace,INGLESIDE
1,13,1230000,3,6/30/15,Tue,St. Marys Park,INGLESIDE
24,14,1200000,76,7/31/15,Fri,Bernal Heights,INGLESIDE
13,16,857000,25,7/31/15,Fri,Crocker Amazon,INGLESIDE
18,14,816000,41,7/31/15,Fri,Excelsior,INGLESIDE
7,14,913000,20,7/31/15,Fri,Mission Terrace,INGLESIDE
2,13,1095000,7,7/31/15,Fri,St. Marys Park,INGLESIDE
26,15,1229000,80,8/31/15,Mon,Bernal Heights,INGLESIDE
10,16,829000,27,8/31/15,Mon,Crocker Amazon,INGLESIDE
12,14.5,835000,40,8/31/15,Mon,Excelsior,INGLESIDE
10,14.5,850000,20,8/31/15,Mon,Mission Terrace,INGLESIDE
1,15.5,1313000,7,8/31/15,Mon,St. Marys Park,INGLESIDE
37,15,1225000,89,9/30/15,Wed,Bernal Heights,INGLESIDE
10,16,870000,29,9/30/15,Wed,Crocker Amazon,INGLESIDE
11,15.5,898000,34,9/30/15,Wed,Excelsior,INGLESIDE
11,14,941000,22,9/30/15,Wed,Mission Terrace,INGLESIDE
4,15,1126000,9,9/30/15,Wed,St. Marys Park,INGLESIDE
32,15,1250000,91,10/31/15,Sat,Bernal Heights,INGLESIDE
11,17,850000,22,10/31/15,Sat,Crocker Amazon,INGLESIDE
7,18,870000,25,10/31/15,Sat,Excelsior,INGLESIDE
9,14,1013000,23,10/31/15,Sat,Mission Terrace,INGLESIDE
5,17.5,1031000,8,10/31/15,Sat,St. Marys Park,INGLESIDE
21,15,1220000,80,11/30/15,Mon,Bernal Heights,INGLESIDE
8,17,870000,18,11/30/15,Mon,Crocker Amazon,INGLESIDE
5,19,870000,20,11/30/15,Mon,Excelsior,INGLESIDE
4,18,1058000,17,11/30/15,Mon,Mission Terrace,INGLESIDE
2,17.5,863000,7,11/30/15,Mon,St. Marys Park,INGLESIDE
13,15,1195000,53,12/31/15,Thu,Bernal Heights,INGLESIDE
4,14,850000,13,12/31/15,Thu,Crocker Amazon,INGLESIDE
7,21,855000,15,12/31/15,Thu,Excelsior,INGLESIDE
4,20.5,1017000,11,12/31/15,Thu,Mission Terrace,INGLESIDE
2,15,1081000,5,12/31/15,Thu,St. Marys Park,INGLESIDE
19,15,1150000,40,1/31/16,Sun,Bernal Heights,INGLESIDE
2,33,890000,7,1/31/16,Sun,Crocker Amazon,INGLESIDE
11,17,902000,12,1/31/16,Sun,Excelsior,INGLESIDE
5,22.5,905000,5,1/31/16,Sun,Mission Terrace,INGLESIDE
3,14,1133000,2,1/31/16,Sun,St. Marys Park,INGLESIDE
20,13.5,1137000,42,2/29/16,Mon,Bernal Heights,INGLESIDE
7,35,842000,12,2/29/16,Mon,Crocker Amazon,INGLESIDE
9,17,950000,12,2/29/16,Mon,Excelsior,INGLESIDE
5,24,901000,9,2/29/16,Mon,Mission Terrace,INGLESIDE
6,14,1133000,5,2/29/16,Mon,St. Marys Park,INGLESIDE
18,14,1350000,51,3/31/16,Thu,Bernal Heights,INGLESIDE
8,21,837000,13,3/31/16,Thu,Crocker Amazon,INGLESIDE
9,13,927000,18,3/31/16,Thu,Excelsior,INGLESIDE
5,21,1000000,10,3/31/16,Thu,Mission Terrace,INGLESIDE
4,45.5,1920000,5,3/31/16,Thu,St. Marys Park,INGLESIDE
30,15,1340000,67,4/30/16,Sat,Bernal Heights,INGLESIDE
11,23,715000,18,4/30/16,Sat,Crocker Amazon,INGLESIDE
8,14,1001000,22,4/30/16,Sat,Excelsior,INGLESIDE
5,18,1025000,15,4/30/16,Sat,Mission Terrace,INGLESIDE
1,16,1050000,4,4/30/16,Sat,St. Marys Park,INGLESIDE
26,15,1325000,73,5/31/16,Tue,Bernal Heights,INGLESIDE
14,17.5,778000,15,5/31/16,Tue,Crocker Amazon,INGLESIDE
9,14,927000,27,5/31/16,Tue,Excelsior,INGLESIDE
6,19,1025000,16,5/31/16,Tue,Mission Terrace,INGLESIDE
4,13.5,1065000,6,5/31/16,Tue,St. Marys Park,INGLESIDE
27,15,1280000,83,6/30/16,Thu,Bernal Heights,INGLESIDE
11,24.5,858000,16,6/30/16,Thu,Crocker Amazon,INGLESIDE
11,14.5,933000,30,6/30/16,Thu,Excelsior,INGLESIDE
3,16,955000,14,6/30/16,Thu,Mission Terrace,INGLESIDE
1,15,1008000,6,6/30/16,Thu,St. Marys Park,INGLESIDE
36,14,1270000,77,7/31/16,Sun,Bernal Heights,INGLESIDE
12,16,925000,20,7/31/16,Sun,Crocker Amazon,INGLESIDE
13,14,880000,29,7/31/16,Sun,Excelsior,INGLESIDE
7,14.5,963000,12,7/31/16,Sun,Mission Terrace,INGLESIDE
1,14,1080000,6,7/31/16,Sun,St. Marys Park,INGLESIDE
31,14,1370000,73,8/31/16,Wed,Bernal Heights,INGLESIDE
10,24,908000,21,8/31/16,Wed,Crocker Amazon,INGLESIDE
13,16,833000,31,8/31/16,Wed,Excelsior,INGLESIDE
5,13.5,958000,9,8/31/16,Wed,Mission Terrace,INGLESIDE
4,18,1130000,6,8/31/16,Wed,St. Marys Park,INGLESIDE
52,16,1390000,91,9/30/16,Fri,Bernal Heights,INGLESIDE
8,24,905000,18,9/30/16,Fri,Crocker Amazon,INGLESIDE
13,14,825000,28,9/30/16,Fri,Excelsior,INGLESIDE
7,17,1003000,13,9/30/16,Fri,Mission Terrace,INGLESIDE
6,19.5,1288000,11,9/30/16,Fri,St. Marys Park,INGLESIDE
47,17,1400000,79,10/31/16,Mon,Bernal Heights,INGLESIDE
8,31,818000,13,10/31/16,Mon,Crocker Amazon,INGLESIDE
11,18.5,854000,28,10/31/16,Mon,Excelsior,INGLESIDE
6,32,910000,9,10/31/16,Mon,Mission Terrace,INGLESIDE
6,20,953000,13,10/31/16,Mon,St. Marys Park,INGLESIDE
32,25.5,1300000,74,11/30/16,Wed,Bernal Heights,INGLESIDE
7,27,798000,11,11/30/16,Wed,Crocker Amazon,INGLESIDE
12,18,900000,19,11/30/16,Wed,Excelsior,INGLESIDE
3,43.5,910000,7,11/30/16,Wed,Mission Terrace,INGLESIDE
2,18,1080000,10,11/30/16,Wed,St. Marys Park,INGLESIDE
20,29,1258000,33,12/31/16,Sat,Bernal Heights,INGLESIDE
6,22.5,830000,11,12/31/16,Sat,Crocker Amazon,INGLESIDE
7,30,1015000,12,12/31/16,Sat,Excelsior,INGLESIDE
4,45,920000,5,12/31/16,Sat,Mission Terrace,INGLESIDE
2,18,1225000,4,12/31/16,Sat,St. Marys Park,INGLESIDE
28,43.5,1250000,38,1/31/17,Tue,Bernal Heights,INGLESIDE
6,14,864000,9,1/31/17,Tue,Crocker Amazon,INGLESIDE
9,35.5,1025000,11,1/31/17,Tue,Excelsior,INGLESIDE
4,49.5,950000,5,1/31/17,Tue,Mission Terrace,INGLESIDE
2,19.5,1245000,3,1/31/17,Tue,St. Marys Park,INGLESIDE
30,42.5,1275000,43,2/28/17,Tue,Bernal Heights,INGLESIDE
5,15,905000,7,2/28/17,Tue,Crocker Amazon,INGLESIDE
10,22,974000,15,2/28/17,Tue,Excelsior,INGLESIDE
2,50,1063000,6,2/28/17,Tue,Mission Terrace,INGLESIDE
2,52,1290000,2,2/28/17,Tue,St. Marys Park,INGLESIDE
38,32,1300000,79,3/31/17,Fri,Bernal Heights,INGLESIDE
5,49,886000,14,3/31/17,Fri,Crocker Amazon,INGLESIDE
15,18,888000,26,3/31/17,Fri,Excelsior,INGLESIDE
5,49.5,1132000,11,3/31/17,Fri,Mission Terrace,INGLESIDE
5,41.5,1223000,8,3/31/17,Fri,St. Marys Park,INGLESIDE
32,17,1288000,80,4/30/17,Sun,Bernal Heights,INGLESIDE
7,25,880000,19,4/30/17,Sun,Crocker Amazon,INGLESIDE
14,14,888000,28,4/30/17,Sun,Excelsior,INGLESIDE
6,26,1050000,14,4/30/17,Sun,Mission Terrace,INGLESIDE
3,23.5,1385000,9,4/30/17,Sun,St. Marys Park,INGLESIDE
30,16.5,1330000,83,5/31/17,Wed,Bernal Heights,INGLESIDE
3,20,895000,26,5/31/17,Wed,Crocker Amazon,INGLESIDE
11,14,908000,27,5/31/17,Wed,Excelsior,INGLESIDE
3,16,980000,16,5/31/17,Wed,Mission Terrace,INGLESIDE
3,12,1390000,11,5/31/17,Wed,St. Marys Park,INGLESIDE
24,16,1410000,80,6/30/17,Fri,Bernal Heights,INGLESIDE
5,13,925000,25,6/30/17,Fri,Crocker Amazon,INGLESIDE
11,14,940000,26,6/30/17,Fri,Excelsior,INGLESIDE
3,14,1027000,10,6/30/17,Fri,Mission Terrace,INGLESIDE
6,12,1480000,11,6/30/17,Fri,St. Marys Park,INGLESIDE
27,15,1480000,76,7/31/17,Mon,Bernal Heights,INGLESIDE
8,13,1000000,24,7/31/17,Mon,Crocker Amazon,INGLESIDE
11,14,993000,26,7/31/17,Mon,Excelsior,INGLESIDE
5,14,1225000,14,7/31/17,Mon,Mission Terrace,INGLESIDE
7,12,1300000,12,7/31/17,Mon,St. Marys Park,INGLESIDE
17,16,1450000,71,8/31/17,Thu,Bernal Heights,INGLESIDE
4,13,980000,20,8/31/17,Thu,Crocker Amazon,INGLESIDE
9,14,1150000,24,8/31/17,Thu,Excelsior,INGLESIDE
6,13.5,1165000,18,8/31/17,Thu,Mission Terrace,INGLESIDE
1,15,1350000,9,8/31/17,Thu,St. Marys Park,INGLESIDE
36,16,1420000,78,9/30/17,Sat,Bernal Heights,INGLESIDE
5,15,981000,18,9/30/17,Sat,Crocker Amazon,INGLESIDE
11,13,1200000,22,9/30/17,Sat,Excelsior,INGLESIDE
6,15,949000,22,9/30/17,Sat,Mission Terrace,INGLESIDE
2,36,1165000,6,9/30/17,Sat,St. Marys Park,INGLESIDE
35,16,1480000,84,10/31/17,Tue,Bernal Heights,INGLESIDE
9,14,950000,19,10/31/17,Tue,Crocker Amazon,INGLESIDE
11,16.5,1035000,24,10/31/17,Tue,Excelsior,INGLESIDE
4,16.5,960000,21,10/31/17,Tue,Mission Terrace,INGLESIDE
2,36,1420000,5,10/31/17,Tue,St. Marys Park,INGLESIDE
20,17,1500000,82,11/30/17,Thu,Bernal Heights,INGLESIDE
5,14,970000,21,11/30/17,Thu,Crocker Amazon,INGLESIDE
8,15,962000,25,11/30/17,Thu,Excelsior,INGLESIDE
2,16,920000,19,11/30/17,Thu,Mission Terrace,INGLESIDE
2,43,1680000,7,11/30/17,Thu,St. Marys Park,INGLESIDE
8,18,1480000,46,12/31/17,Sun,Bernal Heights,INGLESIDE
2,15,963000,17,12/31/17,Sun,Crocker Amazon,INGLESIDE
9,14,966000,21,12/31/17,Sun,Excelsior,INGLESIDE
,14.5,1015000,14,12/31/17,Sun,Mission Terrace,INGLESIDE
,29.5,1605000,4,12/31/17,Sun,St. Marys Park,INGLESIDE
19,29,1431000,42,1/31/18,Wed,Bernal Heights,INGLESIDE
5,16,975000,14,1/31/18,Wed,Crocker Amazon,INGLESIDE
13,14,1040000,21,1/31/18,Wed,Excelsior,INGLESIDE
2,14,1019000,8,1/31/18,Wed,Mission Terrace,INGLESIDE
1,34,1420000,4,1/31/18,Wed,St. Marys Park,INGLESIDE
31,17,1325000,58,2/28/18,Wed,Bernal Heights,INGLESIDE
7,25,988000,11,2/28/18,Wed,Crocker Amazon,INGLESIDE
9,17,1060000,18,2/28/18,Wed,Excelsior,INGLESIDE
5,20,1160000,11,2/28/18,Wed,Mission Terrace,INGLESIDE
1,13,1263000,4,2/28/18,Wed,St. Marys Park,INGLESIDE
24,15,1405000,73,3/31/18,Sat,Bernal Heights,INGLESIDE
5,17.5,1005000,13,3/31/18,Sat,Crocker Amazon,INGLESIDE
13,16,1025000,24,3/31/18,Sat,Excelsior,INGLESIDE
3,15,1216000,13,3/31/18,Sat,Mission Terrace,INGLESIDE
,13,1333000,7,3/31/18,Sat,St. Marys Park,INGLESIDE
32,14,1450000,84,4/30/18,Mon,Bernal Heights,INGLESIDE
3,25,981000,12,4/30/18,Mon,Crocker Amazon,INGLESIDE
15,17,1013000,21,4/30/18,Mon,Excelsior,INGLESIDE
5,14.5,1171000,18,4/30/18,Mon,Mission Terrace,INGLESIDE
3,12,1450000,9,4/30/18,Mon,St. Marys Park,INGLESIDE
29,15,1600000,82,5/31/18,Thu,Bernal Heights,INGLESIDE
3,22,1028000,11,5/31/18,Thu,Crocker Amazon,INGLESIDE
17,15.5,1040000,33,5/31/18,Thu,Excelsior,INGLESIDE
1,15,1150000,15,5/31/18,Thu,Mission Terrace,INGLESIDE
1,14,1921000,9,5/31/18,Thu,St. Marys Park,INGLESIDE
34,14,1610000,88,6/30/18,Sat,Bernal Heights,INGLESIDE
6,23,981000,11,6/30/18,Sat,Crocker Amazon,INGLESIDE
11,16.5,1106000,29,6/30/18,Sat,Excelsior,INGLESIDE
4,17,1150000,16,6/30/18,Sat,Mission Terrace,INGLESIDE
3,14.5,1947000,10,6/30/18,Sat,St. Marys Park,INGLESIDE
30,15,1620000,78,7/31/18,Tue,Bernal Heights,INGLESIDE
3,18.5,1106000,12,7/31/18,Tue,Crocker Amazon,INGLESIDE
16,14,1170000,32,7/31/18,Tue,Excelsior,INGLESIDE
9,18,1150000,16,7/31/18,Tue,Mission Terrace,INGLESIDE
1,15.5,1947000,7,7/31/18,Tue,St. Marys Park,INGLESIDE
22,14,1500000,68,8/31/18,Fri,Bernal Heights,INGLESIDE
10,15,1138000,22,8/31/18,Fri,Crocker Amazon,INGLESIDE
10,14,1170000,22,8/31/18,Fri,Excelsior,INGLESIDE
6,16,1288000,15,8/31/18,Fri,Mission Terrace,INGLESIDE
1,13,1725000,7,8/31/18,Fri,St. Marys Park,INGLESIDE
40,15,1425000,81,9/30/18,Sun,Bernal Heights,INGLESIDE
11,16,1065000,26,9/30/18,Sun,Crocker Amazon,INGLESIDE
15,14,1120000,27,9/30/18,Sun,Excelsior,INGLESIDE
12,13,1288000,20,9/30/18,Sun,Mission Terrace,INGLESIDE
4,12.5,1593000,7,9/30/18,Sun,St. Marys Park,INGLESIDE
42,14,1425000,86,10/31/18,Wed,Bernal Heights,INGLESIDE
8,21,1145000,25,10/31/18,Wed,Crocker Amazon,INGLESIDE
9,15,1120000,23,10/31/18,Wed,Excelsior,INGLESIDE
11,13,1268000,18,10/31/18,Wed,Mission Terrace,INGLESIDE
3,13,1480000,8,10/31/18,Wed,St. Marys Park,INGLESIDE
35,14,1383000,87,11/30/18,Fri,Bernal Heights,INGLESIDE
6,26,1115000,18,11/30/18,Fri,Crocker Amazon,INGLESIDE
13,16,1065000,25,11/30/18,Fri,Excelsior,INGLESIDE
11,14,1260000,19,11/30/18,Fri,Mission Terrace,INGLESIDE
4,14,1235000,10,11/30/18,Fri,St. Marys Park,INGLESIDE
13,14,1250000,51,12/31/18,Mon,Bernal Heights,INGLESIDE
6,21,1150000,11,12/31/18,Mon,Crocker Amazon,INGLESIDE
8,17,1100000,16,12/31/18,Mon,Excelsior,INGLESIDE
4,22,1268000,13,12/31/18,Mon,Mission Terrace,INGLESIDE
4,15,1200000,7,12/31/18,Mon,St. Marys Park,INGLESIDE
25,17,1274000,45,1/31/19,Thu,Bernal Heights,INGLESIDE
2,23,1063000,8,1/31/19,Thu,Crocker Amazon,INGLESIDE
5,18.5,1090000,10,1/31/19,Thu,Excelsior,INGLESIDE
5,35,1275000,11,1/31/19,Thu,Mission Terrace,INGLESIDE
4,15,1180000,5,1/31/19,Thu,St. Marys Park,INGLESIDE
25,17,1299000,37,2/28/19,Thu,Bernal Heights,INGLESIDE
3,15,1074000,5,2/28/19,Thu,Crocker Amazon,INGLESIDE
10,14,1200000,14,2/28/19,Thu,Excelsior,INGLESIDE
,51.5,1245000,8,2/28/19,Thu,Mission Terrace,INGLESIDE
3,15,1180000,2,2/28/19,Thu,St. Marys Park,INGLESIDE
13,67,569000,16,2/29/12,Wed, Lower Pacific Heights,NORTHERN
16,41,1313000,21,2/29/12,Wed, Marina District,NORTHERN
34,52,1100000,35,2/29/12,Wed, Pacific Heights,NORTHERN
12,11,659000,14,2/29/12,Wed, Polk Gulch,NORTHERN
19,61.5,925000,35,2/29/12,Wed, Russian Hill,NORTHERN
15,24.5,655000,19,2/29/12,Wed, Western Addition,NORTHERN
12,56.5,630000,23,3/31/12,Sat,Lower Pacific Heights,NORTHERN
13,34,1140000,31,3/31/12,Sat,Marina District,NORTHERN
42,24,1045000,72,3/31/12,Sat,Pacific Heights,NORTHERN
9,9,649000,17,3/31/12,Sat,Polk Gulch,NORTHERN
21,33,890000,49,3/31/12,Sat,Russian Hill,NORTHERN
14,21,630000,27,3/31/12,Sat,Western Addition,NORTHERN
7,39.5,815000,19,4/30/12,Mon,Lower Pacific Heights,NORTHERN
16,17.5,1204000,26,4/30/12,Mon,Marina District,NORTHERN
48,18.5,1046000,89,4/30/12,Mon,Pacific Heights,NORTHERN
11,52,730000,22,4/30/12,Mon,Polk Gulch,NORTHERN
30,13,975000,57,4/30/12,Mon,Russian Hill,NORTHERN
19,20,668000,48,4/30/12,Mon,Western Addition,NORTHERN
13,32,845000,22,5/31/12,Thu,Lower Pacific Heights,NORTHERN
13,34,1263000,32,5/31/12,Thu,Marina District,NORTHERN
38,17,1057000,101,5/31/12,Thu,Pacific Heights,NORTHERN
7,18,730000,20,5/31/12,Thu,Polk Gulch,NORTHERN
29,13,980000,56,5/31/12,Thu,Russian Hill,NORTHERN
13,21,662000,45,5/31/12,Thu,Western Addition,NORTHERN
11,24,813000,19,6/30/12,Sat,Lower Pacific Heights,NORTHERN
10,14,1475000,31,6/30/12,Sat,Marina District,NORTHERN
36,18,1034000,80,6/30/12,Sat,Pacific Heights,NORTHERN
4,19,794000,19,6/30/12,Sat,Polk Gulch,NORTHERN
24,19,938000,50,6/30/12,Sat,Russian Hill,NORTHERN
12,33,662000,52,6/30/12,Sat,Western Addition,NORTHERN
6,25,811000,25,7/31/12,Tue,Lower Pacific Heights,NORTHERN
9,13.5,1513000,30,7/31/12,Tue,Marina District,NORTHERN
34,21,1025000,70,7/31/12,Tue,Pacific Heights,NORTHERN
5,18.5,799000,17,7/31/12,Tue,Polk Gulch,NORTHERN
14,21,1275000,33,7/31/12,Tue,Russian Hill,NORTHERN
12,33,675000,33,7/31/12,Tue,Western Addition,NORTHERN
3,17.5,813000,23,8/31/12,Fri,Lower Pacific Heights,NORTHERN
12,13,1610000,22,8/31/12,Fri,Marina District,NORTHERN
37,21,988000,63,8/31/12,Fri,Pacific Heights,NORTHERN
3,18,785000,14,8/31/12,Fri,Polk Gulch,NORTHERN
10,27,1263000,26,8/31/12,Fri,Russian Hill,NORTHERN
12,31,610000,35,8/31/12,Fri,Western Addition,NORTHERN
19,14,825000,37,9/30/12,Sun,Lower Pacific Heights,NORTHERN
11,10.5,1270000,19,9/30/12,Sun,Marina District,NORTHERN
56,20,1025000,85,9/30/12,Sun,Pacific Heights,NORTHERN
4,11,774000,13,9/30/12,Sun,Polk Gulch,NORTHERN
16,23,1245000,34,9/30/12,Sun,Russian Hill,NORTHERN
16,14.5,438000,33,9/30/12,Sun,Western Addition,NORTHERN
14,14,855000,39,10/31/12,Wed,Lower Pacific Heights,NORTHERN
13,12.5,1628000,27,10/31/12,Wed,Marina District,NORTHERN
51,13,1320000,94,10/31/12,Wed,Pacific Heights,NORTHERN
2,11,785000,6,10/31/12,Wed,Polk Gulch,NORTHERN
21,20,1090000,44,10/31/12,Wed,Russian Hill,NORTHERN
15,15,360000,31,10/31/12,Wed,Western Addition,NORTHERN
7,13,990000,38,11/30/12,Fri,Lower Pacific Heights,NORTHERN
11,14,1715000,26,11/30/12,Fri,Marina District,NORTHERN
46,13,1250000,95,11/30/12,Fri,Pacific Heights,NORTHERN
1,23,863000,6,11/30/12,Fri,Polk Gulch,NORTHERN
19,16,1100000,44,11/30/12,Fri,Russian Hill,NORTHERN
11,15,420000,31,11/30/12,Fri,Western Addition,NORTHERN
4,13,1283000,20,12/31/12,Mon,Lower Pacific Heights,NORTHERN
5,14,1628000,21,12/31/12,Mon,Marina District,NORTHERN
26,14.5,1270000,58,12/31/12,Mon,Pacific Heights,NORTHERN
1,23,863000,3,12/31/12,Mon,Polk Gulch,NORTHERN
10,18,1205000,23,12/31/12,Mon,Russian Hill,NORTHERN
6,27,595000,16,12/31/12,Mon,Western Addition,NORTHERN
7,13,1183000,18,1/31/13,Thu,Lower Pacific Heights,NORTHERN
10,16,1395000,16,1/31/13,Thu,Marina District,NORTHERN
21,20,1250000,44,1/31/13,Thu,Pacific Heights,NORTHERN
1,19.5,855000,3,1/31/13,Thu,Polk Gulch,NORTHERN
10,25,1170000,14,1/31/13,Thu,Russian Hill,NORTHERN
11,33,757000,12,1/31/13,Thu,Western Addition,NORTHERN
7,22,1005000,19,2/28/13,Thu,Lower Pacific Heights,NORTHERN
12,16,940000,22,2/28/13,Thu,Marina District,NORTHERN
28,38,1275000,49,2/28/13,Thu,Pacific Heights,NORTHERN
5,28.5,815000,11,2/28/13,Thu,Polk Gulch,NORTHERN
12,25,1380000,15,2/28/13,Thu,Russian Hill,NORTHERN
8,33,757000,13,2/28/13,Thu,Western Addition,NORTHERN
3,16,1020000,21,3/31/13,Sun,Lower Pacific Heights,NORTHERN
18,14,1200000,37,3/31/13,Sun,Marina District,NORTHERN
27,27.5,1320000,71,3/31/13,Sun,Pacific Heights,NORTHERN
4,10,1195000,14,3/31/13,Sun,Polk Gulch,NORTHERN
16,17.5,1600000,34,3/31/13,Sun,Russian Hill,NORTHERN
6,18,735000,20,3/31/13,Sun,Western Addition,NORTHERN
3,14,1008000,22,4/30/13,Tue,Lower Pacific Heights,NORTHERN
9,14,1500000,40,4/30/13,Tue,Marina District,NORTHERN
30,15,1370000,82,4/30/13,Tue,Pacific Heights,NORTHERN
4,11,1198000,20,4/30/13,Tue,Polk Gulch,NORTHERN
10,12,1585000,39,4/30/13,Tue,Russian Hill,NORTHERN
12,13.5,760000,25,4/30/13,Tue,Western Addition,NORTHERN
8,13,1025000,25,5/31/13,Fri,Lower Pacific Heights,NORTHERN
8,13.5,1530000,44,5/31/13,Fri,Marina District,NORTHERN
37,14,1585000,86,5/31/13,Fri,Pacific Heights,NORTHERN
9,13,1195000,17,5/31/13,Fri,Polk Gulch,NORTHERN
16,12,1423000,49,5/31/13,Fri,Russian Hill,NORTHERN
7,13,823000,23,5/31/13,Fri,Western Addition,NORTHERN
7,14,1140000,30,6/30/13,Sun,Lower Pacific Heights,NORTHERN
9,14,1625000,40,6/30/13,Sun,Marina District,NORTHERN
30,13,1373000,81,6/30/13,Sun,Pacific Heights,NORTHERN
10,14,956000,19,6/30/13,Sun,Polk Gulch,NORTHERN
15,14,1420000,38,6/30/13,Sun,Russian Hill,NORTHERN
4,13,805000,23,6/30/13,Sun,Western Addition,NORTHERN
3,14,1205000,25,7/31/13,Wed,Lower Pacific Heights,NORTHERN
10,14,1583000,41,7/31/13,Wed,Marina District,NORTHERN
28,15,1480000,78,7/31/13,Wed,Pacific Heights,NORTHERN
8,15,900000,17,7/31/13,Wed,Polk Gulch,NORTHERN
19,19,1400000,42,7/31/13,Wed,Russian Hill,NORTHERN
9,12.5,705000,25,7/31/13,Wed,Western Addition,NORTHERN
1,16,1385000,15,8/31/13,Sat,Lower Pacific Heights,NORTHERN
7,14,1613000,33,8/31/13,Sat,Marina District,NORTHERN
26,15,1350000,61,8/31/13,Sat,Pacific Heights,NORTHERN
7,14.5,764000,18,8/31/13,Sat,Polk Gulch,NORTHERN
21,16,1575000,38,8/31/13,Sat,Russian Hill,NORTHERN
9,13.5,695000,27,8/31/13,Sat,Western Addition,NORTHERN
5,18,1175000,14,9/30/13,Mon,Lower Pacific Heights,NORTHERN
13,13,1575000,37,9/30/13,Mon,Marina District,NORTHERN
34,15,1465000,62,9/30/13,Mon,Pacific Heights,NORTHERN
9,16.5,764000,21,9/30/13,Mon,Polk Gulch,NORTHERN
15,14.5,1725000,38,9/30/13,Mon,Russian Hill,NORTHERN
18,13,739000,44,9/30/13,Mon,Western Addition,NORTHERN
5,18,1285000,13,10/31/13,Thu,Lower Pacific Heights,NORTHERN
10,13,1692000,36,10/31/13,Thu,Marina District,NORTHERN
30,13.5,1278000,69,10/31/13,Thu,Pacific Heights,NORTHERN
6,18.5,725000,18,10/31/13,Thu,Polk Gulch,NORTHERN
20,14.5,1788000,40,10/31/13,Thu,Russian Hill,NORTHERN
17,14,779000,45,10/31/13,Thu,Western Addition,NORTHERN
2,16,1100000,12,11/30/13,Sat,Lower Pacific Heights,NORTHERN
7,14,1250000,34,11/30/13,Sat,Marina District,NORTHERN
24,13.5,1413000,67,11/30/13,Sat,Pacific Heights,NORTHERN
3,22,725000,13,11/30/13,Sat,Polk Gulch,NORTHERN
9,14,1694000,29,11/30/13,Sat,Russian Hill,NORTHERN
15,13,825000,47,11/30/13,Sat,Western Addition,NORTHERN
2,15.5,1130000,5,12/31/13,Tue,Lower Pacific Heights,NORTHERN
1,22.5,1280000,17,12/31/13,Tue,Marina District,NORTHERN
15,14,1544000,45,12/31/13,Tue,Pacific Heights,NORTHERN
3,22,725000,6,12/31/13,Tue,Polk Gulch,NORTHERN
3,14,1580000,25,12/31/13,Tue,Russian Hill,NORTHERN
8,15,790000,24,12/31/13,Tue,Western Addition,NORTHERN
,17.5,1003000,2,1/31/14,Fri,Lower Pacific Heights,NORTHERN
6,20,1246000,13,1/31/14,Fri,Marina District,NORTHERN
